date,path,coverage
2025-01-02,21,partial
2025-01-03,20,full
2025-01-10,21,partial
2025-01-11,20,full
2025-01-18,21,partial
2025-01-19,20,full
2025-01-26,21,partial
2025-01-27,20,full
2025-02-03,21,partial
2025-02-04,20,full
2025-02-11,21,partial
2025-02-12,20,full
2025-02-19,21,partial
2025-02-20,20,full
2025-02-27,21,partial
2025-02-28,20,full
2025-03-07,21,partial
2025-03-08,20,full
2025-03-15,21,partial
2025-03-16,20,full
2025-03-23,21,partial
2025-03-24,20,full
2025-03-31,21,partial
2025-04-01,20,full
2025-04-08,21,partial
2025-04-09,20,full
2025-04-16,21,partial
2025-04-17,20,full
2025-04-24,21,partial
2025-04-25,20,full
2025-05-02,21,partial
2025-05-03,20,full
2025-05-10,21,partial
2025-05-11,20,full
2025-05-18,21,partial
2025-05-19,20,full
2025-05-26,21,partial
2025-05-27,20,full
2025-06-03,21,partial
2025-06-04,20,full
2025-06-11,21,partial
2025-06-12,20,full
2025-06-19,21,partial
2025-06-20,20,full
2025-06-27,21,partial
2025-06-28,20,full
2025-07-05,21,partial
2025-07-06,20,full
2025-07-13,21,partial
2025-07-14,20,full
2025-07-21,21,partial
2025-07-22,20,full
2025-07-29,21,partial
2025-07-30,20,full
2025-08-06,21,partial
2025-08-07,20,full
2025-08-14,21,partial
2025-08-15,20,full
2025-08-22,21,partial
2025-08-23,20,full
2025-08-30,21,partial
2025-08-31,20,full
2025-09-07,21,partial
2025-09-08,20,full
2025-09-15,21,partial
2025-09-16,20,full
2025-09-23,21,partial
2025-09-24,20,full
2025-10-01,21,partial
2025-10-02,20,full
2025-10-09,21,partial
2025-10-10,20,full
2025-10-17,21,partial
2025-10-18,20,full
2025-10-25,21,partial
2025-10-26,20,full
2025-11-02,21,partial
2025-11-03,20,full
2025-11-10,21,partial
2025-11-11,20,full
2025-11-18,21,partial
2025-11-19,20,full
2025-11-26,21,partial
2025-11-27,20,full
2025-12-04,21,partial
2025-12-05,20,full
2025-12-12,21,partial
2025-12-13,20,full
2025-12-20,21,partial
2025-12-21,20,full
2025-12-28,21,partial
2025-12-29,20,full
